source	target	MI	distance	row_num	interaction_type	isRegulatory
ENSG00000161016	ENSG00000184428	0.120468	1485381	18945	Intra-Cytoband	0
ENSG00000122406	ENSG00000123349	0.120407	NA	18973	Trans	0
ENSG00000105372	ENSG00000136942	0.120364	NA	19003	Trans	0
ENSG00000130255	ENSG00000198755	0.120271	NA	19052	Trans	0
ENSG00000171863	ENSG00000188846	0.120117	NA	19138	Trans	0
ENSG00000115268	ENSG00000177954	0.120095	NA	19145	Trans	0
ENSG00000105193	ENSG00000108107	0.120059	15952138	19162	Inter-Cytoband	0
ENSG00000108306	ENSG00000108349	0.12005300000000001	887674	19168	Inter-Cytoband	0
ENSG00000145425	ENSG00000182899	0.120048	NA	19170	Trans	0
ENSG00000105193	ENSG00000170889	0.12	14767535	19195	Inter-Cytoband	0
ENSG00000125691	ENSG00000277791	0.119972	95129	19211	Intra-Cytoband	0
ENSG00000094914	ENSG00000135390	0.119881	325270	19254	Intra-Cytoband	0
ENSG00000125686	ENSG00000275023	0.119645	698743	19393	Intra-Cytoband	0
ENSG00000050426	ENSG00000063046	0.119603	1958196	19426	Inter-Cytoband	0
ENSG00000125686	ENSG00000172057	0.119487	516756	19491	Inter-Cytoband	0
ENSG00000182774	ENSG00000197958	0.119378	NA	19547	Trans	0
ENSG00000108107	ENSG00000188846	0.119316	NA	19580	Trans	0
ENSG00000125686	ENSG00000277972	0.119215	674050	19642	Intra-Cytoband	0
ENSG00000144713	ENSG00000182774	0.119169	NA	19676	Trans	0
ENSG00000124614	ENSG00000144713	0.119096	NA	19707	Trans	0
ENSG00000114391	ENSG00000136942	0.118793	NA	19869	Trans	0
ENSG00000177954	ENSG00000198918	0.118602	NA	19982	Trans	0
ENSG00000125691	ENSG00000182899	0.118459	NA	20052	Trans	0
